"commodity_code","comprogram_code","comtype_code","commodity_desc","uom_code","id","lot_no"
"039001003291","039001","039001","Nifedipine 5mG/cap","capsule","003291","Y"
"039001003292","039001","039001","Oral Rehydration Solution","Sachet","003292","Y"
"039001003293","039001","039001","Oxytocin 10 iu","Ampule","003293","Y"
"039001003294","039001","039001","Paracetamol 150mG/mL, 2mL, amp","Amp","003294","Y"
"039001003295","039001","039001","Phytomenadione (Vit.K) 10mG/mL","amp","003295","Y"
"039001003296","039001","039001","Salbutamol+Guaifenesin 2mG/100mG/Cap","Capsule","003296","Y"
"039001003297","039001","039001","Salbutamol 2mG/tab","tablet","003297","Y"
"039001003298","039001","039001","Salbutamol (as Sulfate) 2.5mG/2.5mL","vial","003298","Y"
"039001003300","039001","039001","Terramycin Ointment ","Tube","003300","Y"
"039001003301","039001","039001","Tranexamic Acid 500mG/5mL","Ampule","003301","Y"
"039001003302","039001","039001","Dexamethasone Na Phosphate 4mg/mL, 2mL Vial","Vial","003302","Y"
"039001003303","039001","039001","Diphenhydramine HCl 50mG/mL, 1mL","Ampule","003303","Y"
"039001003304","039001","039001","Gliclazide 60mG/tab","tablet","003304","Y"
"039001003305","039001","039001","Aluminum Mg Hydroxide 200 mG/5mL, 60 mL Susp.","Bottle","003305","Y"
"039001003306","039001","039001","Aspirin 80mG/tab","tablet","003306","Y"
"039001003309","039001","039001","Zinc Sulfate Drops, 15ml","bottle","003309","Y"
"039001003310","039001","039001","Zinc Sulfate Syrup, 60mL","bottle","003310","Y"
"039001003311","039001","039001","Vitamin B-Complex Tablet","tablet","003311","Y"
"039001003312","039001","039001","Cefuroxime 500mG/tab","tablet","003312","Y"
"039001003314","039001","039001","Multivitamins Capsule","capsule","003314","Y"
"039001003315","039001","039001","Piroxicam 20mG/cap","capsule","003315","Y"
"039001003316","039001","039001","Atrophine Sulfate Amp","ampule","003316","Y"
"039001003317","039001","039001","CAlcium Gluconate 20mL/Vial","vial","003317","Y"
"039001003318","039001","039001","Epinephrine 1mG/mL","ampule","003318","Y"
"039001003319","039001","039001","Aluminum Hydroxide ","200 mg/100 mg mg tab","003319","Y"
"039001003320","039001","039001","Aluminum Hydroxide","200 mg/100 mg tablet","003320","Y"
"039001003321","039001","039001","Amlodipine Besilate ","10 mg tablet","003321","Y"
"039001003322","039001","039001","Amoxicillin Trihydrate 250 mg","capsule","003322","Y"
"039001003323","039001","039001","Amoxicillin Trihydrate 500 mg","capsule","003323","Y"
"039001003324","039001","039001","Amoxicillin Trihydrate 100mg","bottle","003324","Y"
"039001003325","039001","039001","Amoxicillin Trihydrate","125 mg bottle","003325","Y"
"039001003326","039001","039001","Amoxicillin Trihydrate 250 mg susp","bottle","003326","Y"
"039001003337","039001","039001","Lagundi 300 mG tablet","1 tab","003337","Y"
"039001003362","039001","039001","Ascorbic tab","pc","003362","Y"
"039001003363","039001","039001","Cefalexin 125mg susp",,"003363","Y"
"039001003364","039001","039001","Aluminum susp 60","bot","003364","Y"
"039001003365","039001","039001","Aluminum Hydroxide",,"003365","Y"
"039001003366","039001","039001","Amoxicillin Drops","bot","003366","Y"
"039001003367","039001","039001","Cefalexin 250mg susp",,"003367","Y"
"039001003368","039001","039001","Cefalexin 500mg cap","pc","003368","Y"
"039001003369","039001","039001","Paracetamol 125mg","Mili Liter","003369","Y"
"039001003370","039001","039001","Paracetamol 250mg","Mili Liter","003370","Y"
"039001003371","039001","039001","Paracetamol 500mg","Mili Liter","003371","Y"
"039001003372","039001","039001","Ibuprofen","Mili Gram","003372","Y"
"039001003373","039001","039001","Mefenamic Acid 500mg","Mili Gram","003373","Y"
"039001003374","039001","039001","Amoxicillin 125mg","Mili Gram","003374","Y"
"039001003375","039001","039001","Amoxicillin 250mg","Mili Gram","003375","Y"
"039001003376","039001","039001","Amoxicillin 500mg","Mili Gram","003376","Y"
"039001003377","039001","039001","Cefalexin Drops","Mili Liter","003377","Y"
"039001003378","039001","039001","Cefalexin 125mg","Mili Liter","003378","Y"
"039001003379","039001","039001","Cefalexin 250mg","Mili Liter","003379","Y"
"039001003380","039001","039001","Cefalexin 500mg","Mili Gram","003380","Y"
"039001003381","039001","039001","Cloxacillin 125mg","Mili Liter","003381","Y"
"039001003382","039001","039001","Cloxacillin 250mg","Mili Liter","003382","Y"
"039001003383","039001","039001","Cloxacillin 500mg","Mili Gram","003383","Y"
"039001003384","039001","039001","Clindamycin 300mg","Mili Gram","003384","Y"
"039001003385","039001","039001","Cotrimoxazole 200mg sup","Mili Liter","003385","Y"
"039001003386","039001","039001","Cotrimoxazole 400mg","Mili Gram","003386","Y"
"039001003387","039001","039001","Cotrimoxazole 800mg","Mili Gram","003387","Y"
"039001003388","039001","039001","Multivitamins Syrup","Mili Liter","003388","Y"
"039001003389","039001","039001","Multivitamins Capsule","Mili GRam","003389","Y"
"039001003390","039001","039001","Ferrous Sulfate + folic acid tablet","Mili Gram","003390","Y"
"039001003391","039001","039001","Tranexamic Acid Capsule","Mili Gram","003391","Y"
"039001003392","039001","039001","Captopril 25mg","Mili Gram","003392","Y"
"039001003393","039001","039001","Ciprofloxacin 500mg","Mili Gram","003393","Y"
"039001003394","039001","039001","Dicycloverine Syrup","Mili Liter","003394","Y"
"039001003395","039001","039001","Dicycloverine  Tablet","Mili Gram","003395","Y"
"039001003396","039001","039001","Metoclopramide Syrup","Mili Liter","003396","Y"
"039001003397","039001","039001","Oresol Sachet","Mili Gram","003397","Y"
"039001003398","039001","039001","Symdex Tablet","Mili Gram","003398","Y"
"039001003399","039001","039001","Ascorbic Acid Drops","Mili Liter","003399","Y"
"039001003400","039001","039001","Ascorbic Acid Syrup","Mili Liter","003400","Y"
"039001003401","039001","039001","Ascorbic Acid Tablet","Mili Gram","003401","Y"
"039001003402","039001","039001","Metronidazole 500mg","Mili Gram","003402","Y"
"039001003403","039001","039001","Allupurinol 300mg","Mili Gram","003403","Y"
"039001003404","039001","039001","Cetirizin 10mg Tablet","Mili Gram","003404","Y"
"039001003405","039001","039001","Prednisone Tablet","Mili Gram","003405","Y"
"039001003406","039001","039001","Metronidazole 125mg/5ml","Mili Liter","003406","Y"
"039001003407","039001","039001","Mefenamic Acid 50mg/5ml","Mili Liter","003407","Y"
"039001003408","039001","039001","Ferrous Sulfate Heptahydrate 125mg","Mili Liter","003408","Y"
"039001003409","039001","039001","Diphenhydramine Hydrochloride 12.5mg","Mili Gram","003409","Y"
"039001003410","039001","039001","ChlorphenamineMAleate 2mg/5ml","Mili Liter","003410","Y"
"039001003411","039001","039001","Cefalexin Kindoplex 100mg","Mili Liter","003411","Y"
"039001003412","039001","039001","Salbutamol Guaifenesin 50mg/5ml","Mili Liter","003412","Y"
"039001003413","039001","039001","Dextromethorphan Hydrobromide 10mg/5ml","Mili Liter","003413","Y"
"039001003414","039001","039001","Prednisone Cort 10mg/5ml","Mili Liter","003414","Y"
"039001003415","039001","039001","Metoclopramide Hydrochloride 5mg/5ml","Mili Liter","003415","Y"
"039001003416","039001","039001","Metoclopramide Hydrochloride 10mg Tablet","Mili Gram","003416","Y"
"039001003417","039001","039001","Loperamide Hydrochloride Capsule","Mili Gram","003417","Y"
"039001003418","039001","039001","Nifedipine 5mg","Mili Gram","003418","Y"
"039001003420","039001","039001","Cloxacillin 500mg cap","pcs","003420","Y"
"039001003421","039001","039001","Co Amoxyclav 250mg susp","bot","003421","Y"
"039001003422","039001","039001","Amoxicillin 125 susp","bot","003422","Y"
"039001003423","039001","039001","Amoxicillin 250mg susp","bots","003423","Y"
"039001003424","039001","039001","Amoxicillin 500mg cap","pcs","003424","Y"
"039001003425","039001","039001","Amoxicillin 250mg cap","pcs","003425","Y"
"039001003426","039001","039001","Ascorbic Acid tab","pcs","003426","Y"
"039001003427","039001","039001","Cefalexin Drops","bots","003427","Y"
"039001003428","039001","039001","Cefalexin 125mg susp","bots","003428","Y"
"039001003429","039001","039001","Cefalexin 250 mg susp","bots","003429","Y"
"039001003430","039001","039001","Cefalexin 500mg cap","pcs","003430","Y"
"039001003431","039001","039001","Cloxacillin 125mg susp","bots","003431","Y"
"039001003432","039001","039001","Cloxacillin 250mg susp","bots","003432","Y"
"039001003433","039001","039001","Cloxacillin 500mg cap","pcs","003433","Y"
"039001003434","039001","039001","Cotrimoxazole 200mg susp","bots","003434","Y"
"039001003435","039001","039001","Diphenhydramine Syrup","bots","003435","Y"
"039001003436","039001","039001","Gliclazide 80mg","pcs","003436","Y"
"039001003437","039001","039001","Mefenamic 500mg cap",,"003437","Y"
"039001003438","039001","039001","Mefenamic 250mg cap","pcs","003438","Y"
"039001003439","039001","039001","Multivitamins capsule","pcs","003439","Y"
"039001003440","039001","039001","Oresol","pcs","003440","Y"
"039001003441","039001","039001","Paracetamol Drops","bots","003441","Y"
"039001003442","039001","039001","Paracetamol 125mg Syrup","bots","003442","Y"
"039001003443","039001","039001","Paracetamol 250mg syrup","bots","003443","Y"
"039001003444","039001","039001","Metoprolol","Mili Gram","003444","Y"
"039001003445","039001","039001","Paracetamol 500 mg tab","pcs","003445","Y"
"039001003446","039001","039001","Metoprolol","Mili Gram","003446","Y"
"039001003447","039001","039001","Vitamin B Complex tab","pcs","003447","Y"
"039001003448","039001","039001","Metformin","Mili Gram","003448","Y"
"039001003449","039001","039001","Amlodipine","Mili Gram","003449","Y"
"039001003450","039001","039001","Tranexamic Acid 500 mg tab","pcs","003450","Y"
"039001003451","039001","039001","Metronidazole","Mili Gram","003451","Y"
"039001003452","039001","039001","Sambong Leaf 250mg","Mili Gram","003452","Y"
"039001003453","039001","039001","05/01/2019",,"003453","Y"
"039001003465","039001","039001","Ferrous+Folic tab",,"003465","Y"
"039001003466","039001","039001","Salbutamol Syrup","bots","003466","Y"
"039001003467","039001","039001","Multivitamins cap","pcs","003467","Y"
"039001003468","039001","039001","Salbutamol nebules","pcs","003468","Y"
"039001003469","039001","039001","AMox 250 mg susp",,"003469","Y"
"039001003470","039001","039001","Salbutamol tab","pcs","003470","Y"
"039001003471","039001","039001","SAlbutamol tab 4mg","pcs","003471","Y"
"039001003472","039001","039001","SAlbutamol tab 2mg","pcs","003472","Y"
"039001003473","039001","039001","Ferrous Syrup","bots","003473","Y"
"039001003474","039001","039001","ALUMINUM MAGNESIUM",,"003474","Y"
"039001003475","039001","039001","AMOXICILLIN 500MG CAP",,"003475","Y"
"039001003476","039001","039001","AMPICILLIN 500MG VIAL",,"003476","Y"
"039001003477","039001","039001","AMPICILLIN 500MG VIAL",,"003477","Y"
"039001003478","039001","039001","CAPTOPRIL 25MG TAB",,"003478","Y"
"039001003479","039001","039001","CINNARIZINE 25MG TAB",,"003479","Y"
"039001003480","039001","039001","CLOXACILLIN 250MG CAP",,"003480","Y"
"039001003481","039001","039001","DICLOFENAC 50MG TAB",,"003481","Y"
"039001003482","039001","039001","DICYCLOVERINE 10MG TAB",,"003482","Y"
"039001003483","039001","039001","ERGOMETRINE MALETE",,"003483","Y"
"039001003484","039001","039001","ERYTHROMYCIN EYE OINMENT",,"003484","Y"
"039001003485","039001","039001","FUROSEMIDE 40MG TAB",,"003485","Y"
"039001003486","039001","039001","GLIBENCLAMIDE 5MG TAB",,"003486","Y"
"039001003487","039001","039001","COTRIMOXAZOLE 800MG","TABLET","003487","Y"
"039001003495","039001","039001","PARACETAMOL SYRUP","250MG/5ML","003495","Y"
"039001003496","039001","039001","PARACETAMOL  TABLET","500MG","003496","Y"
"039001003497","039001","039001","SALBUTAMOL NEBULE",,"003497","Y"
"039001003498","039001","039001","SALBUTAMOL INHALER",,"003498","Y"
"039001003499","039001","039001","SILVER SULFADIAZIN OINTMENT",,"003499","Y"
"039001003500","039001","039001","MULTIVITAMINS SYRUP",,"003500","Y"
"039001003501","039001","039001","SALBUTAMOL NEBULE",,"003501","Y"
"039001003502","039001","039001","SALBUTAMOL INHALER ",,"003502","Y"
"039001003504","039001","039001","LUBRICATING JELLY",,"003504","Y"
"039001003507","039001","039001","AMOXICILLIN CAPSULE","500MG","003507","Y"
"039001003510","039001","039001","ASCORBIC ACID SYRUP","250MG/5ML","003510","Y"
"039001003511","039001","039001","ASCORBIC ACID TABLET",,"003511","Y"
"039001003512","039001","039001","CEFALEXIN SYRUP","250MG/5ML","003512","Y"
"039001003513","039001","039001","Lacrifresh eye drop",,"003513","Y"
"039001003514","039001","039001","CEFALEXIN DROPS","100MG/10ML","003514","Y"
"039001003515","039001","039001","CEFALEXIN CAPSULE","500MG","003515","Y"
"039001003516","039001","039001","CELECOXIB","200MG","003516","Y"
"039001003517","039001","039001","CO-AMOXICLAV","625MG","003517","Y"
"039001003518","039001","039001","CLOXACILLIN","500MG","003518","Y"
"039001003519","039001","039001","VITAMIN B COMPLEX TABLET",,"003519","Y"
"039001003520","039001","039001","ASPIRIN TABLET","80MG","003520","Y"
"039001003521","039001","039001","LAGUNDI TABLET","300MG","003521","Y"
"039001003522","039001","039001","MECLIZINE TABLET","25 MG","003522","Y"
"039001003523","039001","039001","MULTIVITAMINS CAPSULE",,"003523","Y"
"039001003524","039001","039001","OMEPRAZOLE ","20MG","003524","Y"
"039001003525","039001","039001","FERROUS SULFATE TABLET",,"003525","Y"
"039001003526","039001","039001","CETIRIZINE DROPS",,"003526","Y"
"039001003527","039001","039001","Ferrous Sulfate drops","75mg/0.6ml","003527","Y"
"039001003528","039001","039001","CLOXACILLIN SYRUP","250MG/5ML 60ML","003528","Y"
"039001003531","039001","039001","LAGUNDI SYRUP","300MG/5ML","003531","Y"
"039001003532","039001","039001","ascorbic acid drops",,"003532","Y"
"039001003533","039001","039001","amoxicillin syrup","250mg/5ml 60ml","003533","Y"
"039001003534","039001","039001","DOXYCYCLINE 100MG","CAPSULES","003534","Y"
"039001003535","039001","039001","FERROUS SULFATE + FOLIC ACID 300MG/250 MG","TABLET","003535","Y"
"039001003536","039001","039001","AMPICILLIN 500MG ","CAPSULE","003536","Y"
"039001003537","039001","039001","BUTAMIRATE CITRATE 50MG","TABLET","003537","Y"
"039001003538","039001","039001","ASPIRIN 80MG","TABLET","003538","Y"
"039001003539","039001","039001","FUROSEMIDE 20MG","TABLET","003539","Y"
"039001003540","039001","039001","MENADIONE 10MG","TABLET","003540","Y"
"039001003541","039001","039001","CIMETIDINE 400MG","TABLET","003541","Y"
"039001003542","039001","039001","MEBENDAZOLE 500MG","TABLET","003542","Y"
"039001003543","039001","039001","CHLORAMPHENICOL 500MG","TABLET","003543","Y"
"039001003544","039001","039001","LIDOCAINE 20MG/2ML 2%","VIAL","003544","Y"
"039001003545","039001","039001","SALBUTAMOL 2MG/5ML","BOTTLE","003545","Y"
"039001003550","039001","039001","CETIRIZINE DROPS",,"003550","Y"
"039001003551","039001","039001","MEFENAMIC ACID SYRUP",,"003551","Y"
"039001003552","039001","039001","ZINC SULFATE SYRUP",,"003552","Y"
"039001003553","039001","039001","PARACETAAMOL DROPS",,"003553","Y"
"039001003554","039001","039001","PARACETAMOL + PHENYLPROPANOLAMINE + CHLORPHENAMINE MALEATE TAB",,"003554","Y"
"039001003610","039001","039001","Amoxicillin","250 mg capsule","003610","Y"
"039001003612","039001","039001",,,"003612","Y"
"039001003613","039001","039001","Allopurinol 20mg tab.",,"003613","Y"
"039001003614","039001","039001","Amoxicillin drops 15ml",,"003614","Y"
"039001003615","039001","039001","Ascorbic Acis drops 15ml",,"003615","Y"
"039001003616","039001","039001","Carbocisteine drops",,"003616","Y"
"039001003617","039001","039001","Cefalexin 125mg susp. 60ml",,"003617","Y"
"039001003618","039001","039001","Cefalexin 250mg cap. ",,"003618","Y"
"039001003619","039001","039001",,,"003619","Y"
"039001003620","039001","039001","Cefixime 500mg cap",,"003620","Y"
"039001003621","039001","039001","Cefixime 200mg susp.",,"003621","Y"
"039001003622","039001","039001","Cefuroxime 250mg susp. 60ml",,"003622","Y"
"039001003623","039001","039001","Cefuroxime 500mg capsule",,"003623","Y"
"039001003624","039001","039001","Celecoxib 200mg cap.",,"003624","Y"
"039001003625","039001","039001","Cetirizine drops 15ml",,"003625","Y"
"039001003626","039001","039001","Cetirizine syr. 60ml",,"003626","Y"
"039001003627","039001","039001","Chlorphenamine Maleate tab. 4mg",,"003627","Y"
"039001003628","039001","039001","Cinnarizine 25mg tab.",,"003628","Y"
"039001003629","039001","039001","Clarithromycin 125mg susp. 60ml",,"003629","Y"
"039001003630","039001","039001","Clarithromycin 500mg tab. ",,"003630","Y"
"039001003631","039001","039001","Clindamycin 300mg cap.",,"003631","Y"
"039001003632","039001","039001","Cloxacillin 250mg cap.",,"003632","Y"
"039001003633","039001","039001","Cloxacillin 125mg susp. 60ml",,"003633","Y"
"039001003634","039001","039001","Cloxacillin 250mg susp. 60ml",,"003634","Y"
"039001003635","039001","039001","Co-Amoxiclav 125mg susp. 60ml",,"003635","Y"
"039001003636","039001","039001","Co-Amoxiclav 250mg 60ml",,"003636","Y"
"039001003637","039001","039001","Dicyclovering syr. 60ml",,"003637","Y"
"039001003638","039001","039001","Diphenhydramine syr. 60ml",,"003638","Y"
"039001003639","039001","039001","Erythromycin 200mg susp. 60ml",,"003639","Y"
"039001003640","039001","039001","Hyoscine Bromide tab ",,"003640","Y"
"039001003641","039001","039001","HYOSCINE N-BUTYL BROMIDE SYR.",,"003641","Y"
"039001003642","039001","039001","IBUPROFEN SYR. 100MG",,"003642","Y"
"039001003643","039001","039001","LAGUNDI SYR. ",,"003643","Y"
"039001003644","039001","039001","MEFENAMIC ACID 250MG CAP.",,"003644","Y"
"039001003645","039001","039001","MENADIONE 10MG TAB.",,"003645","Y"
"039001003646","039001","039001","METHYLDOPA 250MG TAB.",,"003646","Y"
"039001003647","039001","039001","METHYLERGOMETRINE 125MG TAB.",,"003647","Y"
"039001003648","039001","039001","METOCLOPROMIDE SYR. ",,"003648","Y"
"039001003649","039001","039001","METOCLOPRAMIDE 10MG TAB.",,"003649","Y"
"039001003650","039001","039001","METOPROLOL 100MG TAB.",,"003650","Y"
"039001003651","039001","039001","MULTIVITAMINS CAP.",,"003651","Y"
"039001003652","039001","039001","MULTIVITAMIS DROPS 15ML",,"003652","Y"
"039001003653","039001","039001","NIFEDIPINE 5MG CAP.",,"003653","Y"
"039001003654","039001","039001","NIFEDIPINE 10MG CAP.",,"003654","Y"
"039001003655","039001","039001","OMEPRAZOLE 20MG TAB.",,"003655","Y"
"039001003656","039001","039001","PARACETAMOL DROPS 15ML",,"003656","Y"
"039001003657","039001","039001","PARACETAMOL 125MG SYR.",,"003657","Y"
"039001003658","039001","039001","PHENYLPROPANOLAMINE 325MG CAP.",,"003658","Y"
"039001003659","039001","039001","PHENYLPROPANOLAMINE DROPS 15ML",,"003659","Y"
"039001003660","039001","039001","PHENYLPROPANOLAMINE SYR. 60ML",,"003660","Y"
"039001003661","039001","039001","SALBUTAMOL GUIAFENESIN 500MG CAP.",,"003661","Y"
"039001003662","039001","039001","SALBUTAMOL GUIAFENESIN SYR. 60ML",,"003662","Y"
"039001003663","039001","039001","SALBUTAMOL 2MG SYR. 60ML",,"003663","Y"
"039001003664","039001","039001","SALBUTAMOL 4MG TAB.",,"003664","Y"
"039001003665","039001","039001","ZINC SULFATE DROPS 15ML",,"003665","Y"
"039001003666","039001","039001","Amoxicillin Capsule 500mG","500mG/cap","003666","Y"
"039001003667","039001","039001","Amoxicillin 250mG/5mL, Suspension","250mG/5mL","003667","Y"
"039001003668","039001","039001","Amoxicillin 100mG/mL Drops","100mG/mL","003668","Y"
"039001003669","039001","039001","Cefalexin 100mG/mL Drops","100mG/mL","003669","Y"
"039001003670","039001","039001","Cefalexin 250mG/5mL, 60mL Suspension","250mG/5mL","003670","Y"
"039001003671","039001","039001","Cefalexin 500mG/Cap","500mG/cap","003671","Y"
"039001003672","039001","039001","Cefuroxime 500mG/cap","500mG/cap","003672","Y"
"039001003673","039001","039001","Cefixime 100mG/5mL, 60mL Syrup","100mG/mL","003673","Y"
"039001003674","039001","039001","Cetirizine Drops 2.5mG/mL, 10mL","2.5mG/mL","003674","Y"
"039001003675","039001","039001","Chlorphenamine Maleate 2.5mG/5mL, 60mL Syrup","2.5mG/5mL","003675","Y"
"039001003676","039001","039001","Cotrimoxazole 800mg/160mg/ Tab","800mG/160mG/tab","003676","Y"
"039001003677","039001","039001","Cotrimoxazole Susp. 200mg/40mg/5ml, 60ml","200mg/40mg/5ml","003677","Y"
"039001003678","039001","039001","Metoclopramide 10mG/tab","10mG/tab","003678","Y"
"039001003679","039001","039001","Metoclopramide 5mg/5mL, 60 mL Syrup","5mg/5mL","003679","Y"
"039001003680","039001","039001","Paracetamol 500mG/tab","500mG/tab","003680","Y"
"039001003681","039001","039001","Phytomenadione (Vit. K) 10mG/mL/amp","10mG/mL/amp","003681","Y"
"039001003682","039001","039001","Salbutamol Nebule 1mG/2mL","1 nebule","003682","Y"
"039001003685","039001","039001","Oxytocin 10 iu/amp","10 iu/amp","003685","Y"
"039001003686","039001","039001","Amoxicillin 100mG/mL, 10mL Drops","100mG/mL","003686","Y"
"039001003687","039001","039001","STREPTOMYCIN 1G",,"003687","Y"
"039001003689","039001","039001","Magnesium Sulfate 250mG/mL, 20mL","250mG/mL","003689","Y"
"039001003698","039001","039001",,,"003698","Y"
"039001003699","039001","039001","Chloramphenicol 500mg Capsule",,"003699","Y"
"039001003700","039001","039001","Chloramphenicol Suspension 125mg/60ml ",,"003700","Y"
"039001003701","039001","039001","Cloxacillin 125mg/60ml",,"003701","Y"
"039001003702","039001","039001","Cloxacillin Suspension 250mg/60ml",,"003702","Y"
"039001003703","039001","039001","Co-Amoxiclav Susp 312.5mg/60ml",,"003703","Y"
"039001003704","039001","039001","Co-Amoxiclav 625mg Tablet",,"003704","Y"
"039001003705","039001","039001","Cotrimoxazole Susp 200mg/60ml",,"003705","Y"
"039001003706","039001","039001","Cotrimoxazole Susp 400mg/60ml",,"003706","Y"
"039001003707","039001","039001","Dicycloverine Susp 10mg/60ml",,"003707","Y"
"039001003708","039001","039001","Diphenhydramine Capsule 25mg",,"003708","Y"
"039001003709","039001","039001","Ibuprofen Tablet 200mg",,"003709","Y"
"039001003710","039001","039001","Ibuprofen Tablet 400mg",,"003710","Y"
"039001003711","039001","039001","Paracetamol Susp 250mg/60ml",,"003711","Y"
"039001003712","039001","039001","Paracetamol Susp 125mg/60ml",,"003712","Y"
"039001003713","039001","039001","Paracetamol Tablet 500mg",,"003713","Y"
"039001003714","039001","039001","Paracetamol Drops 100mg/15ml",,"003714","Y"
"039001003715","039001","039001","Cefalexin Drops 100mg/15ml",,"003715","Y"
"039001003716","039001","039001","Multivitamins Drops 100mg/15ml",,"003716","Y"
"039001003717","039001","039001","Lagundi Capsule 600mg",,"003717","Y"
"039001003718","039001","039001","Cinnarizine Tablet 25mg",,"003718","Y"
"039001003719","039001","039001","Diclofenac Tablet 50mg",,"003719","Y"
"039001003720","039001","039001","Captopril Tablet 25mg",,"003720","Y"
"039001003721","039001","039001","Lagundi Syrup 60ml",,"003721","Y"
"039001003722","039001","039001","Piroxicam Capsule 20mg",,"003722","Y"
"039001003723","039001","039001","Diphenhydarmine Capsule 50mg",,"003723","Y"
"039001003724","039001","039001","Tranexamic Capsule 500mg",,"003724","Y"
"039001003725","039001","039001","Diphenhydramine Syrup 12.5mg/60ml",,"003725","Y"
"039001003726","039001","039001","Dicycloverine Tablet 10mg",,"003726","Y"
"039001003727","039001","039001",,,"003727","Y"
"039001003728","039001","039001","Isosorbide Dinitrate Capsule 10mg",,"003728","Y"
"039001003729","039001","039001","Azythromycin Tablet 500mg",,"003729","Y"
"039001003742","039001","039001","Mefenamic Acid Capsule 250mg",,"003742","Y"
"039001003743","039001","039001","Salbutamol Multivent Nebule ( Salbu + Ipra )",,"003743","Y"
"039001003744","039001","039001","Rosuvastatin 20mg",,"003744","Y"
"039001003745","039001","039001","Simvastatin 20mg",,"003745","Y"
"039001003746","039001","039001",,,"003746","Y"
"039001003748","039001","039001","PARACETAMOL SUSPENSION","120MG/5mL","003748","Y"
"039001003750","039001","039001","Amoxicillin Drops 100mg/10ml",,"003750","Y"
"039001003751","039001","039001","Amoxicillin Susp 125mg/60ml",,"003751","Y"
"039001003752","039001","039001","Amoxicillin 125mg/60ml",,"003752","Y"
"039001003753","039001","039001","Amoxicillin Susp 125mg/60ml",,"003753","Y"
"039001003754","039001","039001","Paracetamol Drops 100mg/15ml",,"003754","Y"
"039001003755","039001","039001","Zinc Sulfate 55mg/60ml",,"003755","Y"
"039001003756","039001","039001","Ferrous Sulfate Drops 125mg/15ml",,"003756","Y"
"039001003757","039001","039001","Salmeterol + Fluticasone 25mcg/50mcg",,"003757","Y"
"039001003758","039001","039001","Isoprinosine Tablet 500mg",,"003758","Y"
"039001003759","039001","039001","Isoprinosine Tablet 500mg",,"003759","Y"
"039001003760","039001","039001","Isoprinosine Syrup 250mg/60ml",,"003760","Y"
"039001003761","039001","039001","Salbutamol Syrup 2mg/60ml",,"003761","Y"
"039001003762","039001","039001","ORS Powder",,"003762","Y"
"039001003763","039001","039001","Ferrous + Folic Acid 190mg/400mcg",,"003763","Y"
"039001003764","039001","039001","Ranitidine Tablet 150mg",,"003764","Y"
"039001003765","039001","039001","Al Mag Tablet ",,"003765","Y"
"039001003766","039001","039001","Cefuroxime Tablet 500mg",,"003766","Y"
"039001003767","039001","039001","Al Mag Syrup 200mg/100mg",,"003767","Y"
"039001003768","039001","039001","Ferrous Sulfate Syrup 150mg/60ml",,"003768","Y"
"039001003769","039001","039001","Glibenclamide Tablet 5mg",,"003769","Y"
"039001003782","039001","039001","cotrimoxozole 400 mg",,"003782","Y"
"039001003783","039001","039001","Nifedipine",,"003783","Y"
"039001003784","039001","039001","Amoxicillin 500mg Capsule",,"003784","Y"
"039001003785","039001","039001","Cloxacillin 250mg/5ml",,"003785","Y"
"039001003786","039001","039001","Ferrous Sulfate + Folic Acid 300mg/250mcg Tablet",,"003786","Y"
"039001003787","039001","039001","Captopril 25mg Tablet",,"003787","Y"
"039001003788","039001","039001","Paracetamol 500mg Tablet",,"003788","Y"
"039001003790","039001","039001","Mefenamic Acid 500 mg Capsule",,"003790","Y"
"039001003791","039001","039001","Ciprofloxacin 500 mg Tablet",,"003791","Y"
"039001003792","039001","039001","Multivitamins + Minerals Syrup",,"003792","Y"
"039001003793","039001","039001","CLOXACILLIN 250MG/5ML",,"003793","Y"
"039001003794","039001","039001","CEFALEXIN 250MG/5ML",,"003794","Y"
"039001003795","039001","039001","CEFALEXIN 250MG/5ML",,"003795","Y"
"039001003796","039001","039001","ERYTHROMYCIN 200MG/5ML",,"003796","Y"
"039001003797","039001","039001","CARBOCISTEINE 250MG/5ML",,"003797","Y"
"039001003798","039001","039001","CARBOCISTEINE 125MG/5ML",,"003798","Y"
"039001003799","039001","039001","CARBOCISTEINE 50MG/ML ORAL DROPS",,"003799","Y"
"039001003800","039001","039001","DICYCLOVERINE 10MG/5ML SYRUP",,"003800","Y"
"039001003801","039001","039001","ORS -75 REPLACEMENT",,"003801","Y"
"039001003802","039001","039001","PHENYLPROPANOLAMINE HYDROCHLORIDE 12.5MG/5ML SYRUP",,"003802","Y"
"039001003803","039001","039001","PHENYLPROPANOLAMINE HYDROCHLORIDE 6.25MG/ML ORAL DROPS",,"003803","Y"
"039001003804","039001","039001","ZINC ORAL DROPS",,"003804","Y"
"039001003805","039001","039001","ZINC 55MG/5ML SYRUP",,"003805","Y"
"039001003806","039001","039001","PARACETAMOL 500MG/TABLET",,"003806","Y"
"039001003807","039001","039001","OMEPRAZOLE 20MG CAPSULE",,"003807","Y"
"039001003808","039001","039001","COTRIMOXAZOLE 800MG/160MG",,"003808","Y"
"039001003809","039001","039001","ALUMINUM HYDROXIDE MAGNESIUM HYDROXIDE 200MG/100MG",,"003809","Y"
"039001003810","039001","039001","MEFENAMIC ACID 500MG/CAPSULE",,"003810","Y"
