"hprodid","Drug_Code","hprodname","Drug_Name","brandname","brandcode","genname","gencode","rtedesc","rtecode","formdesc","formcode","stredesc","strecode","edl","pndf_classification","sales_category","expiry_date","issue_date","status","inc","pprice","sprice","reorder","cprno","packcode","packdesc","altcode","oldcode","mdrprice","mdrp_dateasof","price_indicator","seq_no","manu_name"
"CETIR10MGXTAB2401684007312","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , HISTAZINE","Cetirizine  TABLET FILM COATED  10 mg","Histazine","H1535","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","14/3/2012","6/5/2008","I","0","0","0","0","DRP-920","01684","Blister pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd Labs Inc"
"CETIR10MGXTAB2401684009789","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , ALERID","Cetirizine  TABLET FILM COATED  10 mg","Alerid","A1718","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","28/12/2011","28/12/2006","I","0","0","0","0","DR-XY32802","01684","Blister pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"CETIR10MGXTAB2401684009794","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , ALLERMED","Cetirizine  TABLET FILM COATED  10 mg","Allermed","A1726","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","14/3/2012","16/7/2008","I","0","0","0","0","DRP-920-01","01684","Blister pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd"
"CETIR10MGXTAB2401684009817","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , DANAZINE","Cetirizine  TABLET FILM COATED  10 mg","Danazine","D1507","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","14/3/2012","26/2/2010","I","0","0","0","0","DRP-920-02","01684","Blister pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd Labs Inc"
"CETIR10MGXTAB2401842007524","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , IRIZINE","Cetirizine  TABLET FILM COATED  10 mg","Irizine","I1527","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","21/5/2015","21/5/2010","I","0","0","0","0","DRP-2135","01842","Clear Alu/PVC Blister pack x 10's (Box of 100's)","","","0","0/0/0","","","Centurion Labs"
"CETIR10MGXTAB2401896009799","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , AXELLA","Cetirizine  TABLET FILM COATED  10 mg","Axella","A0268","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","9/8/2010","9/8/2007","I","0","0","0","0","DR-XY33705","01896","Clear PVC aluminum foil blister","","","0","0/0/0","","","Interphil"
"CETIR10MGXTAB2401936007626","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , TEXZINE","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Texzine","T1531","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","N","","","10/4/2013","10/4/2008","I","0","0","0","0","DR-XY34458","01936","Clear PVDC/Aluminum Foil Blister Strip 1 x 10's (Box of 100's)","","","0","0/0/0","","","Lloyd Laboratories Inc."
"CETIR10MGXTAB2401937007627","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , TEXZINE","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Texzine","T1531","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","N","","","10/4/2013","10/4/2008","I","0","0","0","0","DR-XY34458","01937","Clear PVDC/Aluminum Foil Blister Strip 1 x 10's (Box of 30's)","","","0","0/0/0","","","Lloyd Laboratories Inc."
"CETIR10MGXTAB2402241008025","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , RIZIN","Cetirizine  TABLET FILM COATED  10 mg","Rizin","R1544","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","27/6/2013","13/8/2009","R","0","0","0","0","DR-XY30857","02241","PVC Blister pack of 10's (Box of 100's)","","","0","0/0/0","","","Samjin Pharma'l Co., Ltd"
"CETIR10MGXTAB2402282009814","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , CETYROL","Cetirizine  TABLET FILM COATED  10 mg","Cetyrol","C0260","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","18/9/2011","18/9/2006","I","0","0","0","0","DR-XY32264","02282","PVC/Aluminum","","","0","0/0/0","","","Salutas Pharma"
"CETIR10MGXTAB2402286009787","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , SALUTAS PHARMA GMBH","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","","","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","18/9/2011","25/2/2010","I","0","0","0","0","DRP-1247","02286","PVC/Aluminum Blister Pack x 10's (Box of 50's)","","","0","0/0/0","","","Salutas Pharma GmbH"
"CETIR10MGXTAB24B10SH002573","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , MEDMIN","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Medmin","M1538","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","24/3/2012","24/3/2009","I","0","0","0","0","DR-XY35633","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Indoco Remedies Ltd"
"CETIR10MGXTAB24B10SH002815","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , PRIXLAE","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Prixlae","P1575","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","11/12/2013","23/2/2009","R","0","0","0","0","DR-XY29244","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Shou Chan Industrial Co Ltd"
"CETIR10MGXTAB24B10SH003316","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , ZETRIX","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Zetrix","Z1539","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","13/12/2011","13/12/2006","I","0","0","0","0","DR-XY32726","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Pascual Laboratories, Inc."
"CETIR10MGXTAB24B10SH003598","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , CETRIFED - 10","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Cetrifed - 10","C1425","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","9/7/2014","15/9/2009","R","0","0","0","0","DR-XY33536","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Coral Laboratories, Ltd."
"CETIR10MGXTAB24B10SH004257","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , HISTREND","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Histrend","H1537","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","22/7/2014","22/7/2009","I","0","0","0","0","DR-XY36307","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Hizon Laboratories, Inc."
"CETIR10MGXTAB24B10SH004606","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , HIZON LABS INC","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","","","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","30/1/2013","5/2/2010","I","0","0","0","0","DRP-1896","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Hizon Laboratories, Inc."
"CETIR10MGXTAB24B10SH005151","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , ALTHEAZINE","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Altheazine","A1747","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","4/4/2011","4/4/2008","I","0","0","0","0","DR-XY34459","02932","10's Blister (100's/Box)","","","0","0/0/0","","","Sharon-Bio Medicine Ltd India"
"CETIR10MGXTAB24BP10X003218","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , VIRTEX","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Virtex","V1560","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","18/12/2011","18/12/2006","I","0","0","0","0","DR-XY32760","BP10X","Blister pack x 10","","","0","0/0/0","","","Medica Korea Co. Ltd."
"CETIR10MGXTAB24BP10X004607","CETIRTAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , PASCUAL","Cetirizine  TABLET FILM COATED  10 mg","","","Cetirizine","CETIR","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","13/12/2011","13/12/2006","I","0","0","0","0","DR-XY32727","BP10X","Blister pack x 10","","","0","0/0/0","","","Pascual"
"CETIR10MGXTAB24BP20H004255","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , HISTEC","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Histec","H1536","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","N","","","12/12/2011","12/12/2006","I","0","0","0","0","DR-XY32437","01684","Blister Pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"CETIR10MGXTAB24BP60S004256","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , HISTEC","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Histec","H1536","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","N","","","12/12/2011","12/12/2006","I","0","0","0","0","DR-XY32437","01689","Blister Pack x 20's (Box of 60's)","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"CETIR10MGXTAB24BPX30002574","CETI3TAB2410MGX","Cetirizine , 10 mg , Tablet Film Coated , MEDMIN","Cetirizine Hydrochloride  TABLET FILM COATED  10 mg","Medmin","M1538","Cetirizine Hydrochloride","CETI3","","","TABLET FILM COATED","TAB24","10 mg","10MGX","Y","","","24/3/2012","24/3/2009","I","0","0","0","0","DR-XY35633","01654","Blister Pack x 10's (Box of 30's)","","","0","0/0/0","","","Indoco Remedies Ltd"
"CETIR10MGXTAB4901367009815","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CETZY","Cetirizine  TABLET  10 mg","Cetzy","C1429","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","N","","","28/4/2015","28/4/2010","I","0","0","0","0","DR-XY37812","01367","Alu/PVC Blister pack x 10's (Box of 20's)","","","0","0/0/0","","","Zee Labs"
"CETIR10MGXTAB4901551006992","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , VIRLIX","Cetirizine  TABLET  10 mg","Virlix","V1558","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","N","","","17/11/2014","23/9/2009","R","0","0","0","0","DR-XY-13333","01551","Blister foil x 10's (Box of 50's)","","","0","0/0/0","","","UCB Farchim SA"
"CETIR10MGXTAB4901573009801","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , BRELLERCET","Cetirizine Hydrochloride  TABLET  10 mg","Brellercet","B1238","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","27/4/2012","17/7/2007","AR","0","0","0","0","DR-XY30680","01573","Blister Pack (Box of 50's)","","","0","0/0/0","","","Brown & Burk Pharm'l Ltd.- India"
"CETIR10MGXTAB4901590009786","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , DRUGMAKERS","Cetirizine Dihydrochloride  TABLET  10 mg","","","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","21/6/2012","24/5/2007","AR","0","0","0","0","DRP-262","01684","Blister Pack x 20's (Box of 100's)","","","0","0/0/0","","","Drugmaker's Laboratories, Inc."
"CETIR10MGXTAB4901647009802","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CETALERGIN","Cetirizine Dihydrochloride  TABLET  10 mg","Cetalergin","C1417","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","6/12/2012","6/12/2007","I","0","0","0","0","DR-XY34027","01638","Blister Pack x 10's (Box of 10's)","","","0","0/0/0","","","ICN Polfa Rzeszow"
"CETIR10MGXTAB4901652009803","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CETALERGIN","Cetirizine Dihydrochloride  TABLET  10 mg","Cetalergin","C1417","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","6/12/2012","6/12/2007","I","0","0","0","0","DR-XY34027","01652","Blister Pack x 10's (Box of 20's)","","","0","0/0/0","","","ICN Polfa Rzeszow"
"CETIR10MGXTAB4901684007315","CETI1TAB2410MGX","Cetirizine , 10 mg , Tablet , HISTAZINE","Cetirizine Dihydrochloride  TABLET FILM COATED  10 mg","Histazine","H1535","Cetirizine Dihydrochloride","CETI1","","","TABLET FILM COATED","TAB24","10 mg","10MGX","N","","","14/3/2012","14/3/2007","I","0","0","0","0","DR-XY33104","01684","Blister Pack x 20's (Box of 100's)","","","0","0/0/0","","","Lloyd Laboratories Inc."
"CETIR10MGXTAB4901684007316","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , H-ONE","Cetirizine Dihydrochloride  TABLET  10 mg","H-One","H1539","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","21/6/2012","4/3/2008","I","0","0","0","0","DRP-262-01","02753","Blister Pack by 10's (Box of 100's)","","","0","0/0/0","","","Drugmaker's Laboratories, Inc."
"CETIR10MGXTAB4901684009796","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , ALNIX","Cetirizine Dihydrochloride  TABLET  10 mg","Alnix","A1736","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","7/8/2012","8/6/2008","I","0","0","0","0","DR-XY31672","02993","Blister Strip of 20's (Box of 100's)","","","0","0/0/0","","","Amherst Laboratories, Inc."
"CETIR10MGXTAB4901727009806","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CETI-MED","Cetirizine  TABLET  10 mg","Ceti-Med","C1421","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","7/1/2014","7/1/2009","I","0","0","0","0","DR-XY35277","01727","Blister pack/clear pvc x 20 (Box of 80's)","","","0","0/0/0","","","Lloyd Labs"
"CETIR10MGXTAB4901728009807","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CETI-MED","Cetirizine  TABLET  10 mg","Ceti-Med","C1421","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","7/1/2014","7/1/2009","I","0","0","0","0","DR-XY35277","01728","Blister pack/clear pvc x 20 (Box of 40's)","","","0","0/0/0","","","Lloyd Labs"
"CETIR10MGXTAB4901733009808","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CETIMIN","Cetirizine  TABLET  10 mg","Cetimin","C1422","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","21/4/2011","28/3/2006","AR","0","0","0","0","DR-XY28567","01733","Blister strip 10 x 10's (Box of 100's)","","","0","0/0/0","","","Han Seo Pharm. Co Ltd"
"CETIR10MGXTAB4902289008066","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , MEDAN","Cetirizine  TABLET  10 mg","Medan","M1527","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","N","","","9/5/2011","9/5/2006","I","0","0","0","0","DR-XY31712","02289","PVC/Aluminum Foil Blister Strip","","","0","0/0/0","","","Samjin"
"CETIR10MGXTAB49B1050003601","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CETRIZ","Cetirizine (as Dihydrochloride)  TABLET  10 mg","Cetriz","C0295","Cetirizine (as Dihydrochloride)","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","29/8/2013","8/10/2008","R","0","0","0","0","DR-XY28909","01657","Blister Pack x 10's (Box of 50's)","","","0","0/0/0","","","The Acme Laboratories Ltd."
"CETIR10MGXTAB49B10SH002912","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , RICAM","Cetirizine Hydrochloride  TABLET  10 mg","Ricam","R1537","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","N","","","18/7/2012","18/7/2007","I","0","0","0","0","DR-XY33641","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Hovid  Bhd"
"CETIR10MGXTAB49B10SH003121","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , TRIXSUER","Cetirizine Hydrochloride  TABLET  10 mg","Trixsuer","T1576","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","28/1/2013","8/2/2008","R","0","0","0","0","DR-XY28257","01654","Blister Pack x 10's (Box of 30's)","","","0","0/0/0","","","Flamingo Pharmaceuticals Ltd."
"CETIR10MGXTAB49B10SH003217","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , VIRTEC","Cetirizine Hydrochloride  TABLET  10 mg","Virtec","V1559","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","9/11/2011","18/7/2007","I","0","0","0","0","DRP-367-02","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Plethico Pharmaceuticals Ltd."
"CETIR10MGXTAB49B10SH003303","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , ZERLEX","Cetirizine Hydrochloride  TABLET  10 mg","Zerlex","Z1535","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","9/11/2011","8/6/2007","I","0","0","0","0","DRP-367-01","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Plethico Pharmaceuticals Ltd."
"CETIR10MGXTAB49B10SH003317","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , ZETYR","Cetirizine  TABLET  10 mg","Zetyr","Z1540","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","15/1/2011","15/1/2008","I","0","0","0","0","DR-XY34143","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Ildong Pharmaceutical Co Ltd"
"CETIR10MGXTAB49B10SH003364","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , ZYRRIGIN","Cetirizine (as Dihydrochloride)  TABLET  10 mg","Zyrrigin","Z1597","Cetirizine (as Dihydrochloride)","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","26/2/2012","19/10/2007","R","0","0","0","0","DR-XY29378","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Unison Laboratories Co. Ltd."
"CETIR10MGXTAB49B10SH003444","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , BIOSULIDD R","Cetirizine Hydrochloride  TABLET  10 mg","Biozet","","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","7/3/2013","26/5/2009","I","0","0","0","0","DRP-1029-01","B10SH","Blister Pack of 10's (Box of 100's)","","","0","0/0/0","","","China Chemical Pharmaceutical Co Ltd"
"CETIR10MGXTAB49B10SH003596","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CETIGY","Cetirizine  TABLET  10 mg","Cetigy","C0307","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/8/2012","15/2/2010","I","0","0","0","0","DRP-740-06","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon Labs Inc"
"CETIR10MGXTAB49B10SH003599","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CETRIZ","Cetirizine (as Dihydrochloride)  TABLET  10 mg","Cetriz","C0295","Cetirizine (as Dihydrochloride)","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","29/8/2013","8/10/2008","R","0","0","0","0","DR-XY28909","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","The Acme Laboratories Ltd."
"CETIR10MGXTAB49B10SH003822","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , CYNTREX","Cetirizine  TABLET  10 mg","Cyntrex","C1663","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/9/2013","30/9/2008","I","0","0","0","0","DR-XY34976","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Interphil Laboratories, Inc."
"CETIR10MGXTAB49B10SH004253","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , HISTARIX","Cetirizine  TABLET  10 mg","Histarix","H1533","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","N","","","30/8/2012","18/9/2009","I","0","0","0","0","DRP-740-04","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon Labs Inc"
"CETIR10MGXTAB49B10SH004254","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , HISTEC","Cetirizine  TABLET  10 mg","Histec","H1536","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","9/11/2011","28/5/2008","I","0","0","0","0","DRP-367-03","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Plethico"
"CETIR10MGXTAB49B10SH004301","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , IRIZINE","Cetirizine  TABLET  10 mg","Irizine","I1527","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","7/3/2013","7/3/2008","I","0","0","0","0","DR-XY34336","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","China Chemical Pharmaceutical Co Ltd"
"CETIR10MGXTAB49B10SH004603","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , MARCHING PHARMACEUTICAL LTD","Cetirizine  TABLET  10 mg","","","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","20/11/2010","20/11/2008","I","0","0","0","0","DR-XY35175","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Marching Pharmaceutical Ltd"
"CETIR10MGXTAB49B10SH004605","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , SYDENHAM LABS INC","Cetirizine  TABLET  10 mg","","","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","10/9/2014","24/3/2010","I","0","0","0","0","DRP-2058","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Sydenham Labs Inc"
"CETIR10MGXTAB49B10SH005107","CETI3TAB4910MGX","Cetirizine , 10 mg , Tablet , AFORVIR","Cetirizine Hydrochloride  TABLET  10 mg","Aforvir","A1707","Cetirizine Hydrochloride","CETI3","","","TABLET","TAB49","10 mg","10MGX","Y","","","10/4/2013","30/4/2008","R","0","0","0","0","DRP-275-01","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Micro Labs"
"CETIR10MGXTAB49B10SH005131","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , ALLER","Cetirizine  TABLET  10 mg","Aller","A1723","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/8/2012","16/1/2009","I","0","0","0","0","DRP-740-03","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon Labs Inc"
"CETIR10MGXTAB49B10SH005237","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , ANTRAZINE","Cetirizine  TABLET  10 mg","Antrazine","A1833","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/8/2012","30/9/2008","I","0","0","0","0","DRP-740-02","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Hizon Labs"
"CETIR10MGXTAB49B10SH005262","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , ASKEY","Cetirizine  TABLET  10 mg","Askey","A1850","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","10/4/2013","10/3/2008","R","0","0","0","0","DRP-275 DR-XY31606","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Micro Labs"
"CETIR10MGXTAB49BP100002500","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , LIZINADE","Cetirizine  TABLET  10 mg","Lizinade","L1535","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","11/8/2010","6/10/2006","R","0","0","0","0","DR-XY28854","BP100","Blister pack x 100","","","0","0/0/0","","","Cooper"
"CETIR10MGXTAB49BP30X004600","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , HIZON","Cetirizine  TABLET  10 mg","","","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/8/2012","8/2/2008","I","0","0","0","0","DRP-740","BP30X","Blister pack x 30","","","0","0/0/0","","","Hizon"
"CETIR10MGXTAB49BP351004030","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , EYE MO MOISTURIZING FORMULA","Cetirizine Dihydrochloride  TABLET  10 mg","Ezaller","","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","16/12/2013","4/2/2009","I","0","0","0","0","DRP-1182","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Umedica Laboratories Pvt. Ltd."
"CETIR10MGXTAB49BP50X004601","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , HIZON","Cetirizine  TABLET  10 mg","","","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/8/2012","8/2/2008","I","0","0","0","0","DRP-740","BP50X","Blister pack x 50","","","0","0/0/0","","","Hizon"
"CETIR10MGXTAB49BPX20003600","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CETRIZ","Cetirizine (as Dihydrochloride)  TABLET  10 mg","Cetriz","C0295","Cetirizine (as Dihydrochloride)","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","29/8/2013","8/10/2008","R","0","0","0","0","DR-XY28909","01652","Blister Pack x 10's (Box of 20's)","","","0","0/0/0","","","The Acme Laboratories Ltd."
"CETIR10MGXTAB49BPXXX003595","CETI1TAB4910MGX","Cetirizine , 10 mg , Tablet , CET-10","Cetirizine Dihydrochloride  TABLET  10 mg","Cet-10","C1416","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","13/6/2012","15/6/2007","AR","0","0","0","0","DR-XY27579","B10SH","Blister Pack of 10's (Box of 100's)","","","0","0/0/0","","","Taiwan Biotech Co., Ltd."
"CETIR10MGXTAB49BPXXX004598","CETIRTAB4910MGX","Cetirizine , 10 mg , Tablet , HIZON","Cetirizine  TABLET  10 mg","","","Cetirizine","CETIR","","","TABLET","TAB49","10 mg","10MGX","Y","","","30/1/2013","30/1/2008","I","0","0","0","0","DR-XY34179","BPXXX","Blister pack","","","0","0/0/0","","","Hizon"
