"caserate_code","caserate_desc","casetype","firstrate","firstpf","firsthosp","caseratecode"
"69140","Excision exostosis(es), external auditory canal","P","9700","4200","5500","CR1225"
"69145","Excision soft tissue lesion, external auditory canal","P","9700","4200","5500","CR1226"
"69150","Radical excision external auditory canal lesion; w/o neck dissection","P","23300","12600","10700","CR2945"
"69155","Radical excision external auditory canal lesion; w/ neck dissection","P","30300","16800","13500","CR3497"
"69200","Removal foreign body from external auditory canal; w/ general anesthesia","P","9300","2100","7200","CR0671"
"69220","Debridement, mastoidectomy cavity, simple (e.g., routine cleaning)","P","8020","2520","5500","CR0811"
"69222","Debridement, mastoidectomy cavity, complex (e.g., w/ anesthesia or more than routine cleaning)","P","9700","4200","5500","CR1227"
"69310","Reconstruction of external auditory canal (meatoplasty) (e.g., for stenosis due to trauma, infection)","P","23300","12600","10700","CR2695"
"69320","Reconstruction external auditory canal for congenital atresia, single stage","P","23300","12600","10700","CR2696"
"69400","Eustachian tube inflation, transnasal; w/ catheterization","P","5812","1512","4300","CR0461"
"69405","Eustachian tube catheterization, transtympanic","P","5680","1680","4000","CR0479"
"69420","Myringotomy including aspiration and/or eustachian tube inflation","P","5680","1680","4000","CR0480"
"69421","Myringotomy including aspiration and/or eustachian tube inflation requiring general anesthesia","P","8020","2520","5500","CR0692"
"69433","Tympanostomy (requiring insertion of ventilating tube), local or topical anesthesia","P","8260","3360","4900","CR0895"
"69436","Tympanostomy (requiring insertion of ventilating tube), w/ general anesthesia","P","8260","3360","4900","CR0896"
"69440","Middle ear exploration through postauricular or ear canal incision","P","18000","8400","9600","CR1977"
"69450","Tympanolysis, transcanal","P","9700","4200","5500","CR1091"
"69501","Transmastoid antrotomy (""simple"" mastoidectomy)","P","20980","10080","10900","CR2507"
"69502","Mastoidectomy; complete","P","23300","12600","10700","CR2946"
"69505","Mastoidectomy; modified radical","P","23300","12600","10700","CR2947"
"69511","Mastoidectomy; radical","P","23300","12600","10700","CR2948"
"69530","Petrous apicectomy including radical mastoidectomy","P","23300","12600","10700","CR2949"
"69535","Resection temporal bone, external approach","P","46500","25200","21300","CR3924"
"69540","Excision aural polyp","P","8020","2520","5500","CR0812"
"69550","Excision aural glomus tumor; transcanal","P","30300","16800","13500","CR3498"
"69552","Excision aural glomus tumor; transmastoid","P","30300","16800","13500","CR3499"
"69554","Excision aural glomus tumor; extended (extratemporal)","P","30300","16800","13500","CR3500"
"69601","Revision mastoidectomy; resulting in complete mastoidectomy","P","23300","12600","10700","CR2950"
"69602","Revision mastoidectomy; resulting in modified radical mastoidectomy","P","31580","14280","17300","CR3063"
"69603","Revision mastoidectomy; resulting in radical mastoidectomy","P","23300","12600","10700","CR2951"
"69604","Revision mastoidectomy; resulting in tympanoplasty","P","23300","12600","10700","CR2952"
"69605","Revision mastoidectomy; w/ apicectomy","P","23300","12600","10700","CR2953"
"69610","Tympanic membrane repair, w/ or w/o site preparation or perforation for closure, w/ or w/o patch","P","12120","6720","5400","CR1784"
"69620","Myringoplasty (surgery confined to drumhead and donor area)","P","20980","10080","10900","CR2389"
"69631","Tympanoplasty w/o mastoidectomy (including canalplasty, atticotomy and/ or middle ear surgery), initial or revision; w/o ossicular chain reconstruction","P","30740","13440","17300","CR3042"
"69632","Tympanoplasty w/o mastoidectomy (including canalplasty, atticotomy and/ or middle ear surgery), initial or revision; w/ ossicular chain reconstruction (e.g., postfenestration)","P","30740","13440","17300","CR3043"
"69633","Tympanoplasty w/o mastoidectomy (including canalplasty, atticotomy and/ or middle ear surgery), initial or revision; w/ ossicular chain reconstruction and synthetic prosthesis (e.g., partial ossicular replacement prosthesis, (PORP), total ossicular replac","P","30740","13440","17300","CR3044"
"69635","Tympanoplasty w/ antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/ or tympanic membrane repair); w/o ossicular chain reconstruction","P","46500","25200","21300","CR4124"
"69636","Tympanoplasty w/ antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/ or tympanic membrane repair); w/ ossicular chain reconstruction","P","47340","26040","21300","CR4136"
"69637","Tympanoplasty w/ antrotomy or mastoidotomy (including canalplasty, atticotomy, middle ear surgery, and/ or tympanic membrane repair); w/ ossicular chain reconstruction and synthetic prosthesis (e.g. partial ossicular replacement prosthesis, (PORP), total","P","47340","26040","21300","CR4137"
"69641","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); w/o ossicular chain reconstruction","P","46500","25200","21300","CR4125"
"69642","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); w/ ossicular chain reconstruction","P","47340","26040","21300","CR4138"
"69643","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); w/ intact or reconstructed wall, w/o ossicular chain reconstruction","P","48180","26880","21300","CR4144"
"69644","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); w/ intact or reconstructed canal wall, w/ ossicular chain reconstruction","P","49020","27720","21300","CR4147"
"69645","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); radical or complete, w/o ossicular chain reconstruction","P","46500","25200","21300","CR4126"
"69646","Tympanoplasty w/ mastoidectomy (including canalplasty, middle ear surgery, tympanic membrane repair); radical or complete, w/ ossicular chain reconstruction","P","46500","25200","21300","CR4127"
"69650","Stapes mobilization","P","37800","21000","16800","CR3646"
"69660","Stapedectomy or stapedotomy w/ reestablishment of ossicular continuity, w/ or w/o use of foreign material;","P","38640","21840","16800","CR3818"
"69661","Stapedectomy or stapedotomy w/ reestablishment of ossicular continuity, w/ or w/o use of foreign material; w/ footplate drill out","P","38640","21840","16800","CR3819"
"69662","Revision of stapedectomy or stapedotomy","P","38640","21840","16800","CR3820"
"69666","Repair oval window fistula","P","38640","21840","16800","CR3821"
"69667","Repair round window fistula","P","38640","21840","16800","CR3822"
"69670","Mastoid obliteration","P","31580","14280","17300","CR3046"
"69676","Tympanic neurectomy","P","30300","16800","13500","CR3259"
"69700","Closure postauricular fistula, mastoid","P","10540","5040","5500","CR1367"
"69720","Decompression facial nerve, intratemporal; lateral to geniculate ganglion","P","30300","16800","13500","CR3260"
"69725","Decompression facial nerve, intratemporal; including medial to geniculate ganglion","P","30300","16800","13500","CR3261"
"69740","Suture facial nerve, intratemporal, w/ or w/o graft or decompression; lateral to geniculate ganglion","P","37800","21000","16800","CR3647"
"69745","Suture facial nerve, intratemporal, w/ or w/o graft or decompression; including medial to geniculate ganglion","P","37800","21000","16800","CR3648"
"69801","Labyrinthotomy, w/ or w/o cryosurgery including other nonexcisional destructive procedures or perfusion of vestbuloactive drugs (single or multiple perfusions); transcanal","P","38640","21840","16800","CR3823"
"69802","Labyrinthotomy, w/ or w/o cryosurgery including other nonexcisional destructive procedures or perfusion of vestbuloactive drugs (single or multiple perfusions); w/ mastoidectomy","P","39480","22680","16800","CR3841"
"69805","Endolymphatic sac operation; w/o shunt","P","46500","25200","21300","CR3925"
"69806","Endolymphatic sac operation; w/ shunt","P","53400","29400","24000","CR4153"
"69820","Fenestration semicircular canal","P","46500","25200","21300","CR3926"
"69840","Revision fenestration operation","P","53400","29400","24000","CR4154"
"69905","Labyrinthectomy; transcanal","P","46500","25200","21300","CR3927"
"69910","Labyrinthectomy; w/ mastoidectomy","P","53400","29400","24000","CR4155"
"69915","Vestibular nerve section, translabyrinthine approach","P","53400","29400","24000","CR4156"
"69930","Cochlear device implantation, w/ or w/o mastoidectomy","P","55000","33600","21400","CR4308"
"69950","Vestibular nerve section, transcranial approach","P","55000","33600","21400","CR4309"
"69955","Total facial nerve decompression and/or repair (may include graft)","P","55000","33600","21400","CR4310"
"69960","Decompression internal auditory canal","P","53400","29400","24000","CR4157"
"69970","Removal of tumor, temporal bone","P","46500","25200","21300","CR3928"
"70010","Myelography, brain, including spinal puncture and radiological supervision and interpretation","P","8020","2520","5500","CR0813"
"70390","Sialography; including duct catheterization and radiological supervision and interpretation","P","8020","2520","5500","CR0814"
"71090","Insertion pacemaker, fluoroscopy and radiography, radiological supervision and interpretation","P","8020","2520","5500","CR0815"
"72240","Myelography, spine, including spinal puncture and radiological supervision and interpretation","P","8020","2520","5500","CR0816"
"74300","Cholangiography and/or pancreatography, intraoperative, radiological supervision and interpretation","P","8020","2520","5500","CR0817"
"74328","Endoscopic catheterization of the biliary ductal system, radiological supervision and interpretation","P","8020","2520","5500","CR0818"
"74329","Endoscopic catheterization of the pancreatic ductal system, radiological supervision and interpretation","P","8020","2520","5500","CR0819"
"74330","Combined endoscopic catheterization of the biliary and pancreatic ductal system, radiological supervision and interpretation","P","8020","2520","5500","CR0820"
"74340","Introduction of long gastrointestinal tube (e.g., Miller-Abbott ), radiological supervision and interpretation","P","9700","4200","5500","CR1228"
"74350","Percutaneous placement of gastrostomy tube, radiological supervision and interpretation","P","9700","4200","5500","CR1229"
"74355","Percutaneous placement of enteroclysis tube, radiological supervision and interpretation","P","9700","4200","5500","CR1230"
"74360","Intraluminal dilation of strictures and/or obstructions, radiological supervision and interpretation","P","9700","4200","5500","CR1231"
"74363","Percutaneous transhepatic dilation of sbiliary duct stricture, radiological supervision and interpretation","P","18000","8400","9600","CR2221"
"74475","Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation","P","18000","8400","9600","CR2222"
"74480","Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation","P","18000","8400","9600","CR2223"
"74742","Transcervical catheterization of fallopian tube, radiological supervision and interpretation","P","8020","2520","5500","CR0821"
"75600","Aortography, thoracic, radiological supervision and interpretation","P","9700","4200","5500","CR1232"
"75625","Aortography, abdominal, radiological supervision and interpretation","P","9700","4200","5500","CR1233"
"75630","Aortography, abdominal plus bilateral iliofemoral lower extremity, radiological supervision and interpretation","P","9700","4200","5500","CR1234"
"75635","Computed tomographic angiography, abdominal aorta and bilateral iliofemoral lower extremity, radiological supervision and interpretation","P","9700","4200","5500","CR1235"
"75650","Angiography, cervicocerebral, radiological supervision and interpretation","P","9700","4200","5500","CR1236"
"75658","Angiography, brachial retrograde, radiological supervision and interpretation","P","9700","4200","5500","CR1237"
"75660","Angiography, external carotid, unilateral, selective, radiological supervision and interpretation","P","9700","4200","5500","CR1238"
"75662","Angiography, external carotid, bilateral, selective, radiological supervision and interpretation","P","9700","4200","5500","CR1239"
"75665","Angiography, cerebral, radiological supervision and interpretation","P","9700","4200","5500","CR1240"
"75671","Angiography, carotid, cerebral, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1241"
"75676","Angiography, carotid, cervical, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1242"
"75680","Angiography, carotid, cervical, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1243"
"75685","Angiography, vertebral, cervical and/or intracranial, radiological supervision and interpretation","P","9700","4200","5500","CR1244"
"75705","Angiography, spinal, radiological supervision and interpretation","P","9700","4200","5500","CR1245"
"75710","Angiography, extremity, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1246"
"75716","Angiography, extremity, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1247"
"75722","Angiography, renal, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1248"
"75724","Angiography, renal, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1249"
"75726","Angiography, visceral, radiological supervision and interpretation","P","9700","4200","5500","CR1250"
"75731","Angiography, adrenal, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1251"
"75733","Angiography, adrenal, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1252"
"75736","Angiography, pelvis, radiological supervision and interpretation","P","9700","4200","5500","CR1253"
"75741","Angiography, pulmonary, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1254"
"75743","Angiography, pulmonary, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1255"
"75746","Angiography, pulmonary, nonselective, radiological supervision and interpretation","P","9700","4200","5500","CR1256"
"75756","Angiography, internal mammary, radiological supervision and interpretation","P","9700","4200","5500","CR1257"
"75757","Angiography, fluorescein (eye)","P","9700","4200","5500","CR1258"
"75790","Angiography, arteriovenous shunt (e.g., dialysis patient), radiological supervision and interpretation","P","9700","4200","5500","CR1259"
"75801","Lymphangiography, extremity, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1260"
"75803","Lymphangiography, extremity, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1261"
"75805","Lymphangiography, pelvic/abdominal, unilateral , radiological supervision and interpretation","P","9700","4200","5500","CR1262"
"75807","Lymphangiography, pelvic/abdominal, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1263"
"75810","Splenoportography, radiological supervision and interpretation","P","9700","4200","5500","CR1264"
"75820","Venography, extremity, unilateral or bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1265"
"75825","Venography, caval, inferior, radiological supervision and interpretation","P","9700","4200","5500","CR1266"
"75827","Venography, caval, superior, radiological supervision and interpretation","P","9700","4200","5500","CR1267"
"75831","Venography, renal, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1268"
"75833","Venography, renal, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1269"
"75840","Venography, adrenal, unilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1270"
"75842","Venography, adrenal, bilateral, radiological supervision and interpretation","P","9700","4200","5500","CR1271"
"75860","Venography, venous sinus(e.g., petrosal and inferior sagittal) or jugular, radiological supervision and interpretation","P","9700","4200","5500","CR1272"
"75870","Venography, superior sagittal sinus, radiological supervision and interpretation","P","9700","4200","5500","CR1273"
"75872","Venography, epidural, radiological supervision and interpretation","P","9700","4200","5500","CR1274"
"75880","Venography, orbital, radiological supervision and interpretation","P","9700","4200","5500","CR1275"
"75885","Percutaneous transhepatic portography, radiological supervision and interpretation","P","12900","6300","6600","CR1566"
"75889","Hepatic venography, radiological supervision and interpretation","P","12900","6300","6600","CR1567"
"75900","Exchanged of a previously placed intravascular catheter during thrombolytic therapy with contrast monitoring, radiological supervision and interpretation","P","30300","16800","13500","CR3501"
"75901","Mechanical removal of pericatheter obstructive material (e.g., fibrin sheath) from central venous device via separate venous access, radiologic supervision and interpretation","P","9700","4200","5500","CR1276"
"75902","Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen, radiologic supervision and interpretation","P","9700","4200","5500","CR1277"
"75940","Percutaneous placement of IVC filter, radiologic supervision and interpretation","P","23300","12600","10700","CR2954"
"75945","Intravascular ultrasound (non-coronary-vessel), radiological supervision and interpretation; initial vessel","P","9700","4200","5500","CR1278"
"75952","Endovascular repair of infrarenal abdominal aortic aneurysm or dissection, radiological supervision and interpretation","P","53400","29400","24000","CR4289"
"75953","Placement of proximal or distal extension prosthesis for endovascular repair of infrarenal aortic or iliac artery aneurysm, pseudoanuerysm, or dissection, radiological supervision and interpretation","P","55000","33600","21400","CR4439"
"75954","Endovascular repair of iliac artery aneurysm, pseudoaneurysm, arteriovenous malformation, or trauma, radiological supervision and interpretation","P","53400","29400","24000","CR4290"
"75956","Endovascular repair of descending thoracic aorta (e.g., aneurysm, psuedoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); involving coverage of left subclavian artery origin, initial endoprosthesis plusdescending thor","P","55000","33600","21400","CR4440"
"75957","Endovascular repair of descending thoracic aorta (e.g., aneurysm, psuedoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); not involving coverage of left subclavian artery origin, initial endoprosthesis plus descending","P","53400","29400","24000","CR4291"
"75958","Placement of proximal extension prosthesis for endovascular repair of descending thoracic aorta (e.g., aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption), radiologic supervision and interpretation","P","55000","33600","21400","CR4441"
"75959","Placement of distal extension prosthesis(s) (delayed) after endovascular repair of descending thoracic aorta, as needed, to level of celiac origin, radiological supervision and interpretation","P","55000","33600","21400","CR4442"
"75960","Transcatheter induction of intravascular stent(s), (except coronary, carotid, and vertebral vessel), percutaneous and/ or open, radiological supervision and interpretation","P","46500","25200","21300","CR4128"
"75961","Transcatheter retrieval, percutaneous, of intravascular foreign body (e.g., fractured venous or arterial catheter), radiological supervision and interpretation","P","46500","25200","21300","CR4129"
"75962","Transluminal balloon angioplasty, peripheral artery, radiological supervision and interpretation","P","23300","12600","10700","CR2955"
"75966","Transluminal balloon angioplasty, renal or other visceral artery, radiological supervision and interpretation","P","23300","12600","10700","CR2956"
"75970","Transcatheter biopsy, radiological supervision and interpretation","P","23300","12600","10700","CR2957"
"75978","Transluminal balloon angioplasty, venous (e.g., subclavian stenosis) radiological supervision and interpretation","P","23300","12600","10700","CR2958"
"75980","Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation","P","37800","21000","16800","CR3815"
"75982","Percutaneous placement of drainagecatheter combined internal and external billiary drainage or of a drainage stent for internal billiary drainage in patients with an inoperable mechanical billiary obstruction, radiologic supervision and interpretation.","P","46500","25200","21300","CR4130"
"75984","Change of percutaneous tube or drainage catheter with contrast monitoring (e.g., gastrointestinal system, genitourinary system, abscess), radiologic supervision and interpretation","P","8020","2520","5500","CR0822"
"75989","Radiological guidance for percutaneous drainage (abscess, cyst, fluid collection), with placement of catheter and radiological supervision and interpretation","P","8020","2520","5500","CR0823"
"75992","Transluminal atherectomy, peripheral artery, radiological supervision and interpretation","P","23300","12600","10700","CR2959"
"75994","Transluminal atherectomy, renal, radiological supervision and interpretation","P","23300","12600","10700","CR2960"
"75995","Transluminal atherectomy, visceral, radiological supervision and interpretation","P","23300","12600","10700","CR2961"
"76003","Fluoroscopic guidance for needle placement (e.g., biopsy, aspiration, injection, localization device)","P","8020","2520","5500","CR0824"
"76012","Radiological supervision and interpretation, percutaneous vertebroplasty or vertebral augmentation including cavity creation; under fluoroscopic guidance","P","30300","16800","13500","CR3502"
"76013","Radiological supervision and interpretation, percutaneous vertebroplasty or vertebral augmentation including cavity creation; under CT guidance","P","30300","16800","13500","CR3503"
"76080","Radiologic examination, abscess, fistula or sinus tract study, including catheterization of lesion and radiological supervision and interpretation","P","8020","2520","5500","CR0825"
"76086","Mammary ductogram or galactogram, 1 or multiple duct, injection and radiological supervision and interpretation","P","8020","2520","5500","CR0826"
"76095","Stereotactic localization guidance for breast biopsy or needle placement (e.g., for wire localization or for injection), one or more lesion, radiological supervision and interpretation","P","8020","2520","5500","CR0827"
"76096","Mammographic guidance for needle placement, breast (e.g., for wire localization or for injection), each lesion, radiological supervision and interpretation","P","8020","2520","5500","CR0828"
"76355","Computed tomography guidance for stereotactic localization","P","8020","2520","5500","CR0829"
"76360","Computed tomography guidance for needle placement (e.g., biopsy, aspiration, injection, localization device), radiological supervision and interpretation","P","8020","2520","5500","CR0830"
"76362","Computed tomography guidance for visceral tissue ablation","P","8020","2520","5500","CR0831"
"76393","Magnetic resonance guidance for needle placement (e.g., for biopsy, needle aspiration, injection, or placement of localization device) radiological supervision and interpretation","P","8020","2520","5500","CR0832"
"76394","Magnetic resonance guidance for visceral tissue ablation","P","8020","2520","5500","CR0833"
"76930","Ultrasonic guidance for pericardiocentesis, imaging supervision and interpretation","P","8020","2520","5500","CR0834"
"76932","Ultrasonic guidance for endomyocardial biopsy, imaging supervision and interpretation","P","8020","2520","5500","CR0835"
"76936","Ultrasound guided compression repair of arterial pseudoaneurysm or arteriovenous fistulae (includes diagnostic ultrasound evaluation, compression of lesion and imaging)","P","8020","2520","5500","CR0836"
"76940","Ultrasonic guidance for visceral tissue ablation","P","8020","2520","5500","CR0837"
"76942","Ultrasonic guidance for needle placement (e.g., biopsy, aspiration, injection, localization device), imaging supervision and interpretation","P","8020","2520","5500","CR0838"
"76965","Ultrasonic guidance for interstitial radioelement application","P","8020","2520","5500","CR0839"
"76986","Ultrasonic guidance, intraoperative","P","8020","2520","5500","CR0840"
"77261","Therapeutic radiology treatment planning; simple, intermediate or complex, (Only one may be reported for a given course of therapy)","P","18000","8400","9600","CR2224"
"77401","Radiation treatment delivery (Cobalt)","P","2000","800","1200","CR0386"
"77401A","Radiation treatment delivery (Linear Accelerator)","P","3000","800","2200",
"77418","Intensity modulated treatment delivery, single or multiple fields/arcs, via narrow spatially and temporally modulated beams, binary, dynamic MLC per session","P","5680","1680","4000","CR0598"
"77421","Stereoscopic X-ray guidance for localization of target volume for the delivery of radiation therapy","P","30300","16800","13500","CR3504"
"77432","Stereotactic radiation treatment management of cerebral lesion(s)","P","30300","16800","13500","CR3505"
"77600","Hyperthermia for treatment of malignancy, one or more sessions during the course of therapy including follow-up care for 90 days after procedure","P","12120","6720","5400","CR1785"
"77750","Infusion or instillation of radioelement solution","P","5680","1680","4000","CR0599"
"77761","Intracavitary radiation source application, 1 or more sources/ribbons (Brachytherapy), one or more sessions during the course of therapy including follow-up care for 90 days after procedure","P","18000","8400","9600","CR2225"
"77776","Interstitial radiation source application, 1 or more sources/ribbons (Brachytherapy), one or more sessions during the course of therapy including follow-up care for 90 days after procedure","P","18000","8400","9600","CR2226"
"77781","Remote after loading high intensity brachytherapy (RAHIB); 1 or more source position or catheters per session","P","5680","1680","4000","CR0600"
"77789","Surface application of radiation source (Brachytherapy), one or more sessions during the course of therapy including follow-up care for 90 days after procedure","P","9700","4200","5500","CR1279"
"79000","Radiopharmaceutical (radioactive iodine) therapy","P","3640","840","2800","CR0387"
"79005","Radiopharmaceutical ablation of gland for thyroid carcinoma or metastases of thyroid carcinoma","P","8020","2520","5500","CR0841"
"79200","Radiopharmaceutical therapy, by intracavitary administration","P","9700","4200","5500","CR1280"
"79300","Radiopharmaceutical therapy, by interstitial radioactive colloid administration","P","9700","4200","5500","CR1281"
"79403","Radiopharmaceutical therapy, by radiolabeled monoclonal antibody by intravenous infusion","P","8020","2520","5500","CR0842"
"79440","Radiopharmaceutical therapy, by intra-articular administration","P","8020","2520","5500","CR0843"
"79445","Radiopharmaceutical therapy, by intra-arterial particulate administration","P","8020","2520","5500","CR0844"
"87207","Outpatient Malaria Package","P","600","0","600","CR4655"
"88174","Evaluation of aspirate (CT-guided biopsy) with or without preparation of smears; immediate cytologic study to determine adequacy of specimen(s), interpretation and report","P","5680","1680","4000","CR0601"
"88331","Pathology consultation during surgery; with frozen section(s), single block","P","5680","1680","4000","CR0602"
"88332","Pathology consultation during surgery; with frozen section(s), two (2) or more blocks","P","9700","4200","5500","CR1282"
"89221","Directly Observed Treatment Short-course; intensive phase","P","2500","0","2500","CR4656"
"89222","Directly Observed Treatment Short-course; maintenance phase","P","1500","0","1500","CR4657"
"90375","Animal bite","P","3000","0","3000","CR4658"
"90935","Hemodialysis procedure","P","4000","500","3500","CR0388"
"90945","Dialysis procedure other than hemodialysis (e.g. peritoneal, hemofiltration)","P","4000","500","3500","CR0389"
"91034","Esophagus, gastroesophageal reflux test; with nasal catheter pH electrode(s) placement, recording, analysis and interpretation","P","8260","3360","4900","CR1012"
"91037","Esophageal function test, gastroesophageal reflux test with nasal catheter intraluminal impedance electrode(s) placement, recording, analysis and interpretation;","P","8260","3360","4900","CR1013"
"91100","Intestinal bleeding tube, passage, positioning and monitoring","P","8260","3360","4900","CR1014"
"91105","Gastric intubation, and aspiration or lavage for treatment (e.g., for ingested poisons)","P","8260","3360","4900","CR1015"
"92973","Percutaneous transluminal coronary thrombectomy","P","30300","16800","13500","CR3506"
"92975","Thrombolysis, coronary; by intracoronary infusion, including coronary angiography","P","23300","12600","10700","CR2962"
"92980","Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic interventions, any method; single vessel","P","30300","16800","13500","CR3507"
"92981","Transcatheter placement of an intracoronary stent(s), percutaneous, with or without other therapeutic interventions, any method; each additional vessel","P","30300","16800","13500","CR3508"
"92982","Percutaneous transluminal coronary balloon angioplasty, one or more vessel","P","30300","16800","13500","CR3509"
"92986","Percutaneous balloon valvuloplasty; aortic","P","53400","29400","24000","CR4292"
"92987","Percutaneous balloon valvuloplasty; mitral","P","53400","29400","24000","CR4293"
"92990","Percutaneous balloon valvuloplasty; pulmonary valve","P","53400","29400","24000","CR4294"
"92992","Atrial septectomy or septostomy; transvenous method, balloon (e.g., Rashkind type) (includes cardiac catheterization)","P","21400","10500","10900","CR2543"
"92993","Atrial septectomy or septostomy; blade method (Park septostomy) (includes cardiac catheterization)","P","21400","10500","10900","CR2544"
"92995","Percutaneous transluminal coronary atherectomy, by mechanical or other method, with or without balloon angioplasty, one or more vessel","P","30300","16800","13500","CR3510"
"92997","Percutaneous transluminal pulmonary balloon angioplasty, one or more vessel","P","12900","6300","6600","CR1568"
"93501","Right heart catheterization","P","18000","8400","9600","CR2227"
"93503","Insertion and placement of flow directed catheter (e.g., Swan-Ganz) for monitoring purposes","P","9700","4200","5500","CR1283"
"93505","Endomyocardial biopsy","P","23300","12600","10700","CR2963"
"93508","Catheter placement in coronary artery(s), arterial coronary conduits and/or venous coronary bypass grafts for coronary angiography without concomitant left heart catheterization","P","9700","4200","5500","CR1284"
"93510","Left heart catheterization, retrograde, from the brachial artery, axillary artery or femoral artery; percutaneous","P","18000","8400","9600","CR2228"
"93511","Left heart catheterization, retrograde, from the brachial artery, axillary artery or femoral artery; by cutdown","P","18000","8400","9600","CR2229"
"93514","Left heart catheterization by left ventricular puncture","P","18000","8400","9600","CR2230"
"93524","Combined transseptal and retrograde left heart catheterization","P","23300","12600","10700","CR2964"
"93526","Combined right heart catheterization and retrograde left heart catheterization","P","23300","12600","10700","CR2965"
"93527","Combined right heart catheterization and transseptal left heart catheterization through intact septum (with or without retrograde left heart catheterization)","P","23300","12600","10700","CR2966"
"93528","Combined right heart catheterization with left ventricular puncture (with or without retrograde left heart catheterization)","P","23300","12600","10700","CR2967"
"93529","Combined right heart catheterization and left heart catheterization through existing septal opening (with or without retrograde left heart catheterization)","P","23300","12600","10700","CR2968"
"93530","Right heart catheterization, for congenital cardiac anomalies","P","18000","8400","9600","CR2231"
"93531","Combined right heart catheterization and retrograde left heart catheterization, for congenital cardiac anomalies","P","23300","12600","10700","CR2969"
"93532","Combined right heart catheterization and transseptal left heart catheterization through intact septum with or without retrograde left heart catheterization, for congenital cardiac anomalies","P","9700","4200","5500","CR1285"
"93533","Combined right heart catheterization and transseptal left heart catheterization through existing septal opening, with or without retrograde left heart catheterization, for congenital cardiac anomalies","P","9700","4200","5500","CR1286"
"93539","Injection procedure during cardiac catheterization; for selective opacification of arterial conduits (e.g., internal mammary), whether native or used bypass","P","9700","4200","5500","CR1287"
"93540","Injection procedure during cardiac catheterization; for selective opacification of aortocoronary venous bypass grafts, one or more coronary arteries","P","9700","4200","5500","CR1288"
"93541","Injection procedure during cardiac catheterization; for pulmonary angiography","P","9700","4200","5500","CR1289"
"93542","Injection procedure during cardiac catheterization; for selective right ventricular or right atrial angiography","P","9700","4200","5500","CR1290"
"93543","Injection procedure during cardiac catheterization; for selective coronary angiography (injection of radiopaque material may be by hand)","P","9700","4200","5500","CR1291"
"93544","Injection procedure during cardiac catheterization; for aortography","P","23300","12600","10700","CR2970"
"93545","Injection procedure during cardiac catheterization; for selective coronary angiography (injection of radiopaque material may be by hand)","P","9700","4200","5500","CR1292"
"93555","Imaging supervision, interpretation and report for injection procedure(s) during cardiac catheterization; ventricular and/or atrial angiography","P","9700","4200","5500","CR1293"
"93556","Imaging supervision, interpretation and report for injection procedure(s) during cardiac catheterization; pulmonary angiography, aortography, and/or selective coronary angiography including venous bypass grafts and arterial conduits (whether native or use","P","9700","4200","5500","CR1294"
"93580","Percutaneous transcatheter closure of congenital interatrial communications (i.e., Fontan fenestration, atrial septal defect) with implant","P","55000","33600","21400","CR4443"
"93581","Percutaneous transcatheter closure of congenital ventricular septal defect with implant","P","55000","33600","21400","CR4444"
